            instance  instanceType     n   m        R  beta  duplDist  seed  alpha  ubAlg  testType  tau     time  umdpAlg     ubTime       ub     lb  p1  p2  p3    disp  dispReal  umdpTime  timeLastEC      ecTtb  ecIterTb  ecNumAlt   ecTime  ecInsertTime    ecNodes      lsTime  lsAltImpr  lsSteps  lsShifts  lsSwaps  ferIter  ferAvgColTime  ferMaxColTime
 weee-2400-41-100-10          weee  2400  41  2878788     1        13     1  0.001   none      umdp    1  1800.02       ec    6.51966  2878787   5322   4   8   8  103643    1.1216   1792.88     847.116    952.884       441       443  1792.85       1730.18  143347786     3.00508        332     3670      1959     1268        0             NA              0
  study-800-17-010-8         study   800  17       57   0.1    319544     1  0.001   none      umdp    1     1800       ec  0.0827932       56     10   4   8   8      17        31   1799.84     1358.63   0.626433        23        25  1799.83       1799.41  204072377   0.0595511         23      310       259       26        0             NA              0
  weee-1600-29-050-7          weee  1600  29  1279198   0.5         3     1  0.001   none      umdp    1  1800.01       ec    1.84264  1279197   5687   4   8   8   38407   1.01765   1797.91     1791.05    8.95778        31        32   1797.9       1794.19  263006697    0.324075         28      851       613      206        0             NA              0
  weee-2000-35-075-7          weee  2000  35  1998995  0.75         6     1  0.001   none      umdp    1  1800.01       ec    3.78579  1998994  21329   4   8   8   58792   1.01506    1795.8      1791.4    8.60442        16        17  1795.78        1793.7  204495113    0.597974         16     1121       852      252        0             NA              0
 study-2800-47-010-9         study  2800  47       59   0.1   3918542     1  0.001   none      umdp    1  1800.03       ec    4.09488       58     12   4   8   8      19        31   1794.14     23.9583    31.7883        97       100   1794.1       1771.33   44267833     1.21497         84     1158       987       71        0             NA              0
  weee-3200-53-075-1          weee  3200  53  5118359  0.75        42     1  0.001   none      umdp    1  1800.03       ec    17.2769  5118358  33450   4   8   8  168015   1.07073   1781.46     1621.12    178.887       225       226  1781.41       1723.43   98881107      3.9333        186     3177      1688     1263        0             NA              0
  weee-2800-47-075-7          weee  2800  47  3918571  0.75        30     1  0.001   none      umdp    1  1800.03       ec    10.8997  3918570  25518   4   8   8  133815   1.10031   1788.19     1595.23    204.774       278       280  1788.16       1733.59   70392198     3.43084        224     3285      1722     1283        0             NA              0
 study-2400-41-010-9         study  2400  41       60   0.1   2878741     1  0.001   none      umdp    1  1800.02       ec    2.57397       59     14   4   8   8      20        31   1796.22     1215.86     203.62        86        89  1796.19       1781.08   45639211    0.927462         73     1050       902       59        0             NA              0
  weee-2000-35-025-6          weee  2000  35  1998994  0.25         7     1  0.001   none      umdp    1  1800.01       ec    3.63233  1998993  17854   4   8   8   62788    1.0489   1795.91     1787.21    12.7917        67        68  1795.89       1788.86  190659157    0.793654         63     1235       687      480        0             NA              0
  weee-3200-53-050-9          weee  3200  53  5118362   0.5        39     1  0.001   none      umdp    1  1800.03       ec    17.6841  5118361  19548   4   8   8  182655   1.12037   1781.01     665.811    1134.19       500       501  1780.97       1652.89   93302690     5.71758        391     4216      1831     1884        0             NA              0
   weee-800-17-075-4          weee   800  17   319601  0.75         0     1  0.001   none      umdp    1     1800       ec   0.168348   319600   3348   4   8   8    6975  0.868085   1799.78     1799.78   0.228502         0         1  1799.78       1799.77  476140685  0.00762713          1       76        72        3        0             NA              0
 study-3600-59-010-3         study  3600  59       62   0.1   6478139     1  0.001   none      umdp    1  1800.05       ec    8.92903       61     11   4   8   8      20        31   1787.83     395.175    76.5206       138       142  1787.76       1734.44   26199981     2.26877        122     1544      1320       82        0             NA              0
 study-3600-59-010-4         study  3600  59       62   0.1   6478139     1  0.001   none      umdp    1  1800.05       ec    9.15988       61     14   4   8   8      20        31   1787.44     1056.36    100.074       134       137  1787.38       1734.85   26111148     2.31818        120     1534      1310       87        0             NA              0
 weee-2800-47-075-10          weee  2800  47  3918581  0.75        20     1  0.001   none      umdp    1  1800.02       ec    10.8352  3918580  26325   4   8   8  114566   1.01032   1788.19     1765.67    34.3293        44        45  1788.16       1778.32  137763668     1.59233         42     1791      1366      380        0             NA              0
  weee-2400-41-025-5          weee  2400  41  2878790  0.25        11     1  0.001   none      umdp    1  1800.01       ec    6.45683  2878789    602   4   8   8  101153   1.11847   1792.88     526.918    1273.08       403       405  1792.86       1736.24  133806898     2.31212        287     2484       971     1108        0             NA              0
  weee-1200-23-075-6          weee  1200  23   719400  0.75         1     1  0.001   none      umdp    1     1800       ec   0.561054   719399   2026   4   8   8   19912  0.988611   1799.31      1798.9    1.10146         8         9  1799.31       1798.92  332755644    0.115359          9      512       426       77        0             NA              0
   weee-800-17-025-9          weee   800  17   319600  0.25         1     1  0.001   none      umdp    1     1800       ec   0.167314   319599     34   4   8   8    6549   0.84055   1799.78     720.159   0.243309         1         3  1799.78       1799.76  422530509  0.00753384          2       55        39       13        0             NA              0
 study-4000-65-000-3         study  4000  65       63     0   7997938     1  0.001   none      umdp    1  1800.06       ec     12.465       62     14   4   8   8      21        31   1783.28     604.645    95.8013       127       129   1783.2       1722.31   23572656     2.94602        112     1784      1536      119        0             NA              0
   weee-400-11-100-9          weee   400  11    79801     1         0     1  0.001   none      umdp    1  28.5728       ec  0.0241397    79800    215   4   8   8    1808  0.871153   28.5373     14.2907  0.0457115         3         5  28.5367       28.5266    9131229   0.0029146          3       68        61        2        0             NA              0
study-1600-29-010-10         study  1600  29       57   0.1   1279144     1  0.001   none      umdp    1  1800.01       ec   0.768807       56     11   4   8   8      18        31   1798.79     1791.37    8.63201        58        59  1798.77       1794.29   74071404    0.341307         49      660       561       40        0             NA              0
